index,ID,has_duplicate,dup_of,title,author,format,language,published,date,description,edition,hashed_ID,hashed_title,hashed_author,hashed_format,hashed_language,hashed_published,hashed_date,hashed_description,hashed_edition,prev_ID,prev_title,prev_author,prev_format,prev_language,prev_published,prev_date,prev_description,prev_edition,ID_hamming_distance,title_hamming_distance,author_hamming_distance,format_hamming_distance,language_hamming_distance,published_hamming_distance,date_hamming_distance,description_hamming_distance,edition_hamming_distance
81,'9945458963506421',False,,The Gold Star Mother pilgrimages of the 1930s : overseas grave visitations by mothers and widows of fallen U.S. World War I soldiers,"Graham, John W., 1961-",Book,English,"Jefferson, N.C.: McFarland & Co.",2005.0,"ix, 229 pages : illustrations ; 23 cm",nan,12969785830570165564,869324779490221712,11386163910422005239,3239280228008868087,232641095895406674,11137253256665565797,9399313701263417352,121675179087325849,11957213470032839208,'9948784633506421',Science. A poem,"Hopkinson, Francis, 1737-1791",Book,English,"Philadelphia:: Printed, and sold by Andrew Steuart, at the Bible-in-Heart, in Second-Street",1762.0,8 p. ; (8vo),nan,21,30,31,0,0,28,27,28,0
33,'9947988513506421',True,SCSB-10894489,Science : a challenge to philosophy?,"Internordic Philosophy Symposium (15th : 2004 : Helsinki, Finland)",Book,English,New York: P. Lang,2006.0,339 p. ; 21cm.,nan,17500703219751552172,961685500602405454,3619770393849381289,3239280228008868087,232641095895406674,11451540122832942814,153932202639416,12113473509266073480,11957213470032839208,'9945458963506421',The Gold Star Mother pilgrimages of the 1930s : overseas grave visitations by mothers and widows of fallen U.S. World War I soldiers,"Graham, John W., 1961-",Book,English,"Jefferson, N.C.: McFarland & Co.",2005.0,"ix, 229 pages : illustrations ; 23 cm",nan,23,31,37,0,0,32,23,30,0
34,'SCSB-10894489',True,9947988513506421,Science : a challenge to philosophy?,"Internordic Philosophy Symposium (15th : 2004 : Helsinki, Finland)",Book,English,New York: P. Lang,2006.0,339 p. ; 21cm.,nan,15296506405581747030,961685500602405454,3619770393849381289,3239280228008868087,232641095895406674,11451540122832942814,153932202639416,12113473509266073480,11957213470032839208,'9947988513506421',Science : a challenge to philosophy?,"Internordic Philosophy Symposium (15th : 2004 : Helsinki, Finland)",Book,English,New York: P. Lang,2006.0,339 p. ; 21cm.,nan,39,0,0,0,0,0,0,0,0
51,'9939318633506421',True,'SCSB-12406642',Paging New Jersey : a literary guide to the Garden State,"Broderick, James F., 1963-",Book,English,"New Brunswick, N.J.: Rutgers University Press",2003.0,"vi, 217 pages : illustrations ; 24 cm",nan,12896598983249999116,1055348958695861032,12971682183282543665,3239280228008868087,232641095895406674,941528422669345827,10674565966426409408,590102822885997213,11957213470032839208,'SCSB-10894489',Science : a challenge to philosophy?,"Internordic Philosophy Symposium (15th : 2004 : Helsinki, Finland)",Book,English,New York: P. Lang,2006.0,339 p. ; 21cm.,nan,34,35,30,0,0,35,21,31,0
53,'99125345928706421',False,,Paging New Jersey a literary guide to the Garden State,"Broderick, James F., 1963-",Book,English,"New Brunswick, N.J.: Rutgers University Press",2003.0,1 online resource (229 p.),nan,353691444546536806,1055348958695861032,12971682183282543665,3239280228008868087,232641095895406674,941528422669345827,10674565966426409408,2433986849247237712,11957213470032839208,'9939318633506421',Paging New Jersey : a literary guide to the Garden State,"Broderick, James F., 1963-",Book,English,"New Brunswick, N.J.: Rutgers University Press",2003.0,"vi, 217 pages : illustrations ; 24 cm",nan,27,0,0,0,0,0,0,31,0
52,'SCSB-12406642',True,'9939318633506421',Paging New Jersey : a literary guide to the Garden State,"Broderick, James F., 1963-",Book,English,"New Brunswick, N.J.: Rutgers University Press",2003.0,"vi, 217 p. : ill. ; 24 cm.",nan,2817084140195835913,1055348958695861032,12971682183282543665,3239280228008868087,232641095895406674,941528422669345827,10674565966426409408,14411698699489329169,11957213470032839208,'99125345928706421',Paging New Jersey a literary guide to the Garden State,"Broderick, James F., 1963-",Book,English,"New Brunswick, N.J.: Rutgers University Press",2003.0,1 online resource (229 p.),nan,35,0,0,0,0,0,0,34,0
61,'9922749673506421',False,,"Return to tradition, a directive anthology","Thornton, Francis Beauchesne, 1898-1963",Book,English,Milwaukee: Bruce Pub. Co.,1948.0,"xxix, 926 pages 26 cm",nan,13037863130105296340,1092096460475175813,726344379995660642,3239280228008868087,232641095895406674,9620955854413990043,5302993543594279297,8498443417001843381,11957213470032839208,'SCSB-12406642',Paging New Jersey : a literary guide to the Garden State,"Broderick, James F., 1963-",Book,English,"New Brunswick, N.J.: Rutgers University Press",2003.0,"vi, 217 p. : ill. ; 24 cm.",nan,34,27,35,0,0,31,33,34,0
96,'9913017443506421',True,SCSB-8606373,Science: a new outline,"Sullivan, J. W. N. (John William Navin), 1886-1937",Book,English,New York: T. Nelson and sons,1935.0,"xii, 282 p. front., illus., plates, diagrs. 20 cm.",nan,11961206396634273237,1118789256630515220,4704206100215088288,3239280228008868087,232641095895406674,10830894428047882346,513982399933579345,14852991521990132419,11957213470032839208,'9922749673506421',"Return to tradition, a directive anthology","Thornton, Francis Beauchesne, 1898-1963",Book,English,Milwaukee: Bruce Pub. Co.,1948.0,"xxix, 926 pages 26 cm",nan,19,27,36,0,0,28,28,33,0
97,'SCSB-8606373',True,9913017443506421,Science: a new outline,"Sullivan, J. W. N. (John William Navin), 1886-1937",Book,English,New York: T. Nelson and sons,1935.0,"xii, 282 p. front., illus., plates, diagrs. 20 cm.",nan,1121550009268961344,1118789256630515220,4704206100215088288,3239280228008868087,232641095895406674,10830894428047882346,513982399933579345,14852991521990132419,11957213470032839208,'9913017443506421',Science: a new outline,"Sullivan, J. W. N. (John William Navin), 1886-1937",Book,English,New York: T. Nelson and sons,1935.0,"xii, 282 p. front., illus., plates, diagrs. 20 cm.",nan,30,0,0,0,0,0,0,0,0
41,'SCSB-3635379',False,,Science : a new outline,"Sullivan, J. W. N. (John William Navin), 1886-1937",Book,English,New York: T. Nelson and sons,1935.0,"xii, 282 pages : frontispiece, illustrations, plates, diagrams ; 20 cm",nan,1009335825959308900,1118789256630515220,4704206100215088288,3239280228008868087,232641095895406674,10830894428047882346,513982399933579345,15975645267434684042,11957213470032839208,'SCSB-8606373',Science: a new outline,"Sullivan, J. W. N. (John William Navin), 1886-1937",Book,English,New York: T. Nelson and sons,1935.0,"xii, 282 p. front., illus., plates, diagrs. 20 cm.",nan,24,0,0,0,0,0,0,25,0
18,'99125354463706421',False,,Ireland's exiled children : America and the easter rising,"Schmuhl, Robert",Book,English,"New York, New York: Oxford University Press",2016.0,1 online resource (250 p.),nan,2362208623218050373,1202788755620120096,7224987883048084224,3239280228008868087,232641095895406674,11296206084500657839,1745253793159862978,7045608966608631312,11957213470032839208,'SCSB-3635379',Science : a new outline,"Sullivan, J. W. N. (John William Navin), 1886-1937",Book,English,New York: T. Nelson and sons,1935.0,"xii, 282 pages : frontispiece, illustrations, plates, diagrams ; 20 cm",nan,29,35,27,0,0,31,29,34,0
19,'9996451853506421',False,,Ireland's Exiled Children : America and the Easter Rising,"Schmuhl, Robert",Book,English,"New York, NY: Oxford University Press",2016.0,"xvii, 210 pages, 16 unnumbered pages of plates : illustrations ; 25 cm",nan,10428852766323869229,1202788755620120096,7224987883048084224,3239280228008868087,232641095895406674,11503389541111202947,1745253793159862978,430172671000652536,11957213470032839208,'99125354463706421',Ireland's exiled children : America and the easter rising,"Schmuhl, Robert",Book,English,"New York, New York: Oxford University Press",2016.0,1 online resource (250 p.),nan,32,0,0,0,0,19,0,33,0
44,'9929837723506421',False,,"Science : a poem delivered before the Euglossian Society of Geneva College, August 4, 1841","Myers, P. Hamilton (Peter Hamilton), 1812-1878",Book,English,"Geneva, N.Y.: Printed by Stow & Frazee",1841.0,20 p. ; 24 cm.,nan,10694550970626842780,1226389271984145530,12248174686244283138,3239280228008868087,232641095895406674,3604360180760734192,6237697307534753812,14700316626813786148,11957213470032839208,'9996451853506421',Ireland's Exiled Children : America and the Easter Rising,"Schmuhl, Robert",Book,English,"New York, NY: Oxford University Press",2016.0,"xvii, 210 pages, 16 unnumbered pages of plates : illustrations ; 25 cm",nan,22,26,26,0,0,39,31,34,0
55,'9924389203506421',False,,Pipefuls,"Morley, Christopher, 1890-1957",Book,English,"Garden City, New York: Doubleday, Page & Company",1920.0,"x, 274 p., 1 . illus. 20 cm.",nan,16207216298354347320,1523356039780803017,2393258666629190722,3239280228008868087,232641095895406674,14295800299981154419,4611686018495021056,2911072223279981594,11957213470032839208,'9929837723506421',"Science : a poem delivered before the Euglossian Society of Geneva College, August 4, 1841","Myers, P. Hamilton (Peter Hamilton), 1812-1878",Book,English,"Geneva, N.Y.: Printed by Stow & Frazee",1841.0,20 p. ; 24 cm.,nan,24,27,25,0,0,29,19,32,0
54,'99125234836606421',False,,Pipefuls,"Morley, Christopher",Book,English,Dinslaken: anboco,2016.0,1 online resource (142 p.),nan,2363211618281678101,1523356039780803017,11615522394624152768,3239280228008868087,232641095895406674,14000821628624192432,1745253793159862978,11639333673400702672,11957213470032839208,'9924389203506421',Pipefuls,"Morley, Christopher, 1890-1957",Book,English,"Garden City, New York: Doubleday, Page & Company",1920.0,"x, 274 p., 1 . illus. 20 cm.",nan,23,0,11,0,0,28,24,29,0
44,'9914956563506421',False,,"Modern American poetry, a critical anthology","Untermeyer, Louis, 1885-1977",Book,English,"New York: Harcourt, Brace and Company",1936.0,"xxv, 654 pages 24 cm",5th rev. ed.,13114109593449334261,1726065663287319173,13626014035369583668,3239280228008868087,232641095895406674,11272363172929872941,11530060089518994482,11844748787488732440,10757806245937029886,'99125234836606421',Pipefuls,"Morley, Christopher",Book,English,Dinslaken: anboco,2016.0,1 online resource (142 p.),nan,33,31,31,0,0,33,27,30,29
84,'9956122753506421',False,,The new poetry : an anthology,"Monroe, Harriet, 1860-1936",Book,English,New York: The Macmillan Company,1919.0,"xxxi, 404 pages ; 20 cm",nan,11033463198492263708,1981674928405820348,13350937346124026274,3239280228008868087,232641095895406674,1658699487828868744,148023025550627852,14839741292436960667,11957213470032839208,'9914956563506421',"Modern American poetry, a critical anthology","Untermeyer, Louis, 1885-1977",Book,English,"New York: Harcourt, Brace and Company",1936.0,"xxv, 654 pages 24 cm",5th rev. ed.,27,26,29,0,0,32,27,26,29
82,'9913828793506421',False,,The little book of modern verse : a selection from the work of contemporaneous American poets,nan,Book,English,And New York: Houghton Mifflin Co.,1913.0,"xvi, 211 pages 17 cm.",nan,10808513563809088853,2906043156344367285,11957213470032839208,3239280228008868087,232641095895406674,13139013136396464654,9802139916740592656,4716677304387192859,11957213470032839208,'9956122753506421',The new poetry : an anthology,"Monroe, Harriet, 1860-1936",Book,English,New York: The Macmillan Company,1919.0,"xxxi, 404 pages ; 20 cm",nan,23,23,28,0,0,29,22,27,0
91,'9915576393506421',True,SCSB-8598541,"Science, the never-ending quest","Vergara, William Charles",Book,English,New York: Harper & Row,1965.0,"xi, 434 p. illus. 22 cm.",nan,11885767782196708628,3137129435206203998,15064199905554738211,3239280228008868087,232641095895406674,11162187847596683477,667102446778745936,14664324591228485746,11957213470032839208,'9913828793506421',The little book of modern verse : a selection from the work of contemporaneous American poets,nan,Book,English,And New York: Houghton Mifflin Co.,1913.0,"xvi, 211 pages 17 cm.",nan,20,29,32,0,0,28,19,28,0
92,'SCSB-8598541',True,9915576393506421,"Science, the never-ending quest","Vergara, William Charles",Book,English,New York: Harper & Row,1965.0,"xi, 434 p. illus. 22 cm.",nan,1178268039691552776,3137129435206203998,15064199905554738211,3239280228008868087,232641095895406674,11162187847596683477,667102446778745936,14664324591228485746,11957213470032839208,'9915576393506421',"Science, the never-ending quest","Vergara, William Charles",Book,English,New York: Harper & Row,1965.0,"xi, 434 p. illus. 22 cm.",nan,30,0,0,0,0,0,0,0,0
29,'SCSB-3152465',True,SCSB-4726717,"Science ; who gets what science news--the news, where they get it, what they think about it--and the public",National Association of Science Writers,Book,English,New York: New York University Press,1958.0,43 pages : illustrations ; 28 cm,nan,1226449524795377672,3279860921886491182,2415447579830350470,3239280228008868087,232641095895406674,11451860097421350567,2380301940944680240,2995029985669626521,11957213470032839208,'SCSB-8598541',"Science, the never-ending quest","Vergara, William Charles",Book,English,New York: Harper & Row,1965.0,"xi, 434 p. illus. 22 cm.",nan,22,28,35,0,0,21,22,26,0
30,'SCSB-4726717',True,SCSB-3152465,"Science ; who gets what science news--the news, where they get it, what they think about it--and the public",National Association of Science Writers,Book,English,New York: New York University Press,1958.0,43 pages : illustrations ; 28 cm,nan,1457702057610916172,3279860921886491182,2415447579830350470,3239280228008868087,232641095895406674,11451860097421350567,2380301940944680240,2995029985669626521,11957213470032839208,'SCSB-3152465',"Science ; who gets what science news--the news, where they get it, what they think about it--and the public",National Association of Science Writers,Book,English,New York: New York University Press,1958.0,43 pages : illustrations ; 28 cm,nan,25,0,0,0,0,0,0,0,0
99,'9924399243506421',True,'SCSB-8207201',Verses,"Belloc, Hilaire, 1870-1953",Book,English,New York: Laurence J. Gomme,1916.0,"xxvii, 91 p. 20 cm.",nan,11959484114376525176,3383389435431717284,2993647137793139353,3239280228008868087,232641095895406674,1028240804040815289,81065102799405761,15610087658437726803,11957213470032839208,'SCSB-4726717',"Science ; who gets what science news--the news, where they get it, what they think about it--and the public",National Association of Science Writers,Book,English,New York: New York University Press,1958.0,43 pages : illustrations ; 28 cm,nan,27,28,31,0,0,26,21,31,0
98,'SCSB-8207201',True,'9924399243506421',Verses,"Belloc, Hilaire, 1870-1953",Book,English,New York: L. J. Gomme,1916.0,"xxvii, 91 p. 20 cm.",nan,2309407635444788232,3383389435431717284,2993647137793139353,3239280228008868087,232641095895406674,1496056368065032756,81065102799405761,15610087658437726803,11957213470032839208,'9924399243506421',Verses,"Belloc, Hilaire, 1870-1953",Book,English,New York: Laurence J. Gomme,1916.0,"xxvii, 91 p. 20 cm.",nan,30,0,0,0,0,19,0,0,0
97,'99125448317806421',False,,Verses,"Belloc, Hilaire 1870-1953",Book,English,Project Gutenberg,2019.0,nan,nan,2695431289800470948,3383389435431717284,2993647137793139353,3239280228008868087,232641095895406674,12511420131515466813,2351160480875368548,11957213470032839208,11957213470032839208,'SCSB-8207201',Verses,"Belloc, Hilaire, 1870-1953",Book,English,New York: L. J. Gomme,1916.0,"xxvii, 91 p. 20 cm.",nan,28,0,0,0,0,27,17,28,0
15,'9952775043506421',True,'SCSB-5360456',Forging fame : the strange career of Scharmel Iris,"Abbott, Craig S., 1941-",Book,English,DeKalb: Northern Illinois University Press,2007.0,"xii, 192 pages : illustrations ; 23 cm",nan,12970065648093201905,3539988608582519404,3080324964625348070,3239280228008868087,232641095895406674,3024167782408359300,2975346111545700,135315565970143773,11957213470032839208,'99125448317806421',Verses,"Belloc, Hilaire 1870-1953",Book,English,Project Gutenberg,2019.0,nan,nan,30,28,28,0,0,30,24,29,0
16,'SCSB-5360456',True,'9952775043506421',Forging fame : the strange career of Scharmel Iris,"Abbott, Craig S., 1941-",Book,English,DeKalb: Northern Illinois University Press,2007.0,"xii, 192 pages : illustrations ; 23 cm",nan,3461140017684948224,3539988608582519404,3080324964625348070,3239280228008868087,232641095895406674,3024167782408359300,2975346111545700,135315565970143773,11957213470032839208,'9952775043506421',Forging fame : the strange career of Scharmel Iris,"Abbott, Craig S., 1941-",Book,English,DeKalb: Northern Illinois University Press,2007.0,"xii, 192 pages : illustrations ; 23 cm",nan,34,0,0,0,0,0,0,0,0
70,'9925628783506421',True,'SCSB-2451472',Summer of love / by Joyce Kilmer,"Kilmer, Joyce, 1886-1918",Book,English,New York: The Baker & Taylor Company,1911.0,"[6], 92 p. ; 20 cm.",nan,11671834701134692644,3549467326875655528,2342903382622522707,3239280228008868087,232641095895406674,15475676894943386121,2459572409117772325,11036453942906534409,11957213470032839208,'SCSB-5360456',Forging fame : the strange career of Scharmel Iris,"Abbott, Craig S., 1941-",Book,English,DeKalb: Northern Illinois University Press,2007.0,"xii, 192 pages : illustrations ; 23 cm",nan,28,26,25,0,0,39,23,26,0
71,'9937474283506421',True,'9925628783506421',Summer of love / by Joyce Kilmer,"Kilmer, Joyce, 1886-1918",Book,English,New York: The Baker & Taylor Company,1911.0,"[6], 92 p. ; 20 cm.",nan,12716666553351414060,3549467326875655528,2342903382622522707,3239280228008868087,232641095895406674,15475676894943386121,2459572409117772325,11036453942906534409,11957213470032839208,'9925628783506421',Summer of love / by Joyce Kilmer,"Kilmer, Joyce, 1886-1918",Book,English,New York: The Baker & Taylor Company,1911.0,"[6], 92 p. ; 20 cm.",nan,16,0,0,0,0,0,0,0,0
72,'9937474213506421',True,'9925628783506421',Summer of love / by Joyce Kilmer,"Kilmer, Joyce, 1886-1918",Book,English,New York: The Baker & Taylor Company,1911.0,"[6], 92 p. ; 20 cm.",nan,12703437714626088236,3549467326875655528,2342903382622522707,3239280228008868087,232641095895406674,15475676894943386121,2459572409117772325,11036453942906534409,11957213470032839208,'9937474283506421',Summer of love / by Joyce Kilmer,"Kilmer, Joyce, 1886-1918",Book,English,New York: The Baker & Taylor Company,1911.0,"[6], 92 p. ; 20 cm.",nan,15,0,0,0,0,0,0,0,0
73,'99125282270506421',False,,Summer Of Love By Joyce Kilmer,"Kilmer, Joyce",Book,English,New York: The Baker & Taylor Company,1911.0,1 online resource,nan,29741042551555212,3549467326875655528,3500317474963113331,3239280228008868087,232641095895406674,15475676894943386121,2459572409117772325,7027588005393774160,11957213470032839208,'9937474213506421',Summer of love / by Joyce Kilmer,"Kilmer, Joyce, 1886-1918",Book,English,New York: The Baker & Taylor Company,1911.0,"[6], 92 p. ; 20 cm.",nan,22,0,10,0,0,0,0,37,0
63,'SCSB-4296978',False,,Satchmo in style,"Armstrong, Louis, 1901-1971",Audio,English,New York: Decca,1958.0,"1 audio disc : analog, 33 1/3 rpm, mono ; 12 in.",nan,10917367807239465412,4125175857898175219,10969104062871188607,687109693184804352,232641095895406674,16025222705102847740,2380301940944680240,17408664909949328065,11957213470032839208,'99125282270506421',Summer Of Love By Joyce Kilmer,"Kilmer, Joyce",Book,English,New York: The Baker & Taylor Company,1911.0,1 online resource,nan,32,34,37,34,0,30,27,25,0
51,'998701863506421',False,,Science : between algorithm and creativity,nan,Book,English,"Delft, the Netherlands: Eburon",1992.0,247 p. : ill. ; 24 cm.,nan,17391073766294390056,4362156463422509089,11957213470032839208,3239280228008868087,232641095895406674,16473802609545908760,468389960571946658,16141084803683405841,11957213470032839208,'SCSB-4296978',Satchmo in style,"Armstrong, Louis, 1901-1971",Audio,English,New York: Decca,1958.0,"1 audio disc : analog, 33 1/3 rpm, mono ; 12 in.",nan,36,35,36,34,0,34,24,29,0
73,'SCSB-6703243',False,,Science / by Diane Emberlin,"Emberlin, Diane",Book,English,Minneapolis: Dillon Press,1977.0,"158, [1] p. : ill. ;",nan,4996964049777357065,4363806914553530511,4057613855600220551,3239280228008868087,232641095895406674,14517021965488555374,3188898182016794764,5994124623366022728,11957213470032839208,'998701863506421',Science : between algorithm and creativity,nan,Book,English,"Delft, the Netherlands: Eburon",1992.0,247 p. : ill. ; 24 cm.,nan,28,25,33,0,0,31,19,34,0
72,'991144533506421',False,,Science : the glorious entertainment,"Barzun, Jacques, 1907-2012",Book,English,New York: Harper & Row,1964.0,"x, 322 p. 22 cm.",nan,9378935718829733125,4403716816517660766,14489912318378531124,3239280228008868087,232641095895406674,11162187847596683477,1280025068684018833,1911545246286612708,11957213470032839208,'SCSB-6703243',Science / by Diane Emberlin,"Emberlin, Diane",Book,English,Minneapolis: Dillon Press,1977.0,"158, [1] p. : ill. ;",nan,25,26,25,0,0,35,26,26,0
83,'9913221093506421',False,,The mayor of Casterbridge,"Hardy, Thomas, 1840-1928",Book,English,New York: Modern Library,1917.0,"xiv, 318 pages frontispiece (map) 17 cm.",nan,10766896671355741532,4612987194817041454,4240755313677990153,3239280228008868087,232641095895406674,531749787037129404,6938297774820582017,15398745038504312451,11957213470032839208,'991144533506421',Science : the glorious entertainment,"Barzun, Jacques, 1907-2012",Book,English,New York: Harper & Row,1964.0,"x, 322 p. 22 cm.",nan,27,35,28,0,0,26,25,37,0
53,'SCSB-4326190',False,,"Science : chemistry, physics, astronomy","Bronowski, Jacob, 1908-1974",Book,English,London: Macdonald,1960.0,367 pages : illustrations.,nan,1554658918179955999,5231487953839946318,5709427255244103341,3239280228008868087,232641095895406674,2409569864670106849,6929255390022928513,707192969409272477,11957213470032839208,'9913221093506421',The mayor of Casterbridge,"Hardy, Thomas, 1840-1928",Book,English,New York: Modern Library,1917.0,"xiv, 318 pages frontispiece (map) 17 cm.",nan,29,30,35,0,0,28,16,26,0
49,'99125411062906421',False,,"North Carolina : land of water, land of sky","Simpson, Bland",Book,English,Chapel Hill: The University of North Carolina Press,2021.0,"ix, 225 pages : color illustrations ; 28 cm",nan,12693484451558282597,5274915350524232806,14354264167564130869,3239280228008868087,232641095895406674,17282001197764481228,2359926624759583232,7624813262162836057,11957213470032839208,'SCSB-4326190',"Science : chemistry, physics, astronomy","Bronowski, Jacob, 1908-1974",Book,English,London: Macdonald,1960.0,367 pages : illustrations.,nan,29,31,26,0,0,24,27,19,0
77,'SCSB-4268029',False,,Science booklist,American Association for the Advancement of Science,Journal,English,Washington,1931.0,27 volumes in 1 : illustrations ; 22 x 10 cm; no. 1-27.,nan,9554716721999536904,5518051137763748027,2565491320141066342,7354167141175773184,232641095895406674,14213599848324406343,5621059446760407817,5219784065048915640,11957213470032839208,'99125411062906421',"North Carolina : land of water, land of sky","Simpson, Bland",Book,English,Chapel Hill: The University of North Carolina Press,2021.0,"ix, 225 pages : color illustrations ; 28 cm",nan,34,31,32,39,0,30,23,22,0
62,'9913984743506421',False,,Science : key to our political future,"Zuckerman, Solly, Baron, 1904-1993",Book,English,"Denver, Colorado?: American Association for the Advancement of Science?",1977.0,"67 p. : ill., ports. ; 23 cm.",nan,11662790287697352149,5669876519935892306,9011720507779031484,3239280228008868087,232641095895406674,11788775108168857638,3188898182016794764,1585278996230537313,11957213470032839208,'SCSB-4268029',Science booklist,American Association for the Advancement of Science,Journal,English,Washington,1931.0,27 volumes in 1 : illustrations ; 22 x 10 cm; no. 1-27.,nan,33,32,31,39,0,29,25,33,0
26,'99125448801706421',False,,"Joyce Kilmer: Poems, Essays and Letters in Two Volumes. Volume 1, Memoirs and Poems","Kilmer, Joyce 1886-1918",Book,English,Project Gutenberg,2021.0,nan,nan,9730256451835934156,5855759062460090873,2342903382622522707,3239280228008868087,232641095895406674,12511420131515466813,2359926624759583232,11957213470032839208,11957213470032839208,'9913984743506421',Science : key to our political future,"Zuckerman, Solly, Baron, 1904-1993",Book,English,"Denver, Colorado?: American Association for the Advancement of Science?",1977.0,"67 p. : ill., ports. ; 23 cm.",nan,28,32,35,0,0,36,20,29,0
36,'99100121593506421',False,,Science : a history in 100 experiments,"Gribbin, John, 1946-",Book,English,London: William Collins,2016.0,288 pages : illustrations (some color) ; 26 cm,nan,10672068844343665940,6348434440459591862,7747113344182014885,3239280228008868087,232641095895406674,17583771324979074533,1745253793159862978,716109565123312413,11957213470032839208,'99125448801706421',"Joyce Kilmer: Poems, Essays and Letters in Two Volumes. Volume 1, Memoirs and Poems","Kilmer, Joyce 1886-1918",Book,English,Project Gutenberg,2021.0,nan,nan,27,36,37,0,0,31,30,34,0
87,'SCSB-8599835',False,,"Science, a story of discovery and progress","Davis, Ira C. (Ira Cleveland), 1886-",Book,English,New York: H. Holt,1947.0,"xiii, 538 p. incl. front., illus., diagrs. 24 cm.",nan,1475672813612457996,6810480924814220202,5827787489815106053,3239280228008868087,232641095895406674,2184579613486102074,1454803421961063748,14290789335787870785,11957213470032839208,'99100121593506421',Science : a history in 100 experiments,"Gribbin, John, 1946-",Book,English,London: William Collins,2016.0,288 pages : illustrations (some color) ; 26 cm,nan,20,31,28,0,0,39,23,36,0
35,'9957596793506421',False,,Science : a four thousand year history,"Fara, Patricia",Book,English,New York: Oxford University Press,2009.0,"xv, 408 p. : ill., maps ; 25 cm.",nan,15420234213157897565,7711459093871874639,2814742955032980230,3239280228008868087,232641095895406674,17140752500922815627,5044056668216778881,15100787889741113480,11957213470032839208,'SCSB-8599835',"Science, a story of discovery and progress","Davis, Ira C. (Ira Cleveland), 1886-",Book,English,New York: H. Holt,1947.0,"xiii, 538 p. incl. front., illus., diagrs. 24 cm.",nan,22,27,31,0,0,20,26,34,0
38,'9910746813506421',False,,"Memories of my father, Joyce Kilmer","Kilmer, Kenton, 1909-1995",Book,English,"New Brunswick, N.J.: Joyce Kilmer Centennial Commission",1993.0,270 p. : ill. ; 24 cm.,1st ed.,10685648775433594268,8094083409413227872,7015481006825084246,3239280228008868087,232641095895406674,17389488862554179119,5449382221406806144,16951728327079968832,199346408107576833,'9957596793506421',Science : a four thousand year history,"Fara, Patricia",Book,English,New York: Oxford University Press,2009.0,"xv, 408 p. : ill., maps ; 25 cm.",nan,25,34,25,0,0,30,17,29,28
75,'9925544263506421',True,'SCSB-8194191',The circus : and other essays,"Kilmer, Joyce, 1886-1918",Book,English,New York: Laurence J. Gomme,1916.0,79 p. 18 cm.,nan,11549634433473938580,8095260882277107280,2342903382622522707,3239280228008868087,232641095895406674,1028240804040815289,81065102799405761,78925354993554052,11957213470032839208,'9910746813506421',"Memories of my father, Joyce Kilmer","Kilmer, Kenton, 1909-1995",Book,English,"New Brunswick, N.J.: Joyce Kilmer Centennial Commission",1993.0,270 p. : ill. ; 24 cm.,1st ed.,22,23,25,0,0,34,16,28,28
76,'SCSB-8194191',True,'9925544263506421',"The circus, and other essays","Kilmer, Joyce, 1886-1918",Book,English,New York: L. J. Gomme,1916.0,79 p. 18 cm.,nan,736910320156730380,8095260882277107280,2342903382622522707,3239280228008868087,232641095895406674,1496056368065032756,81065102799405761,78925354993554052,11957213470032839208,'9925544263506421',The circus : and other essays,"Kilmer, Joyce, 1886-1918",Book,English,New York: Laurence J. Gomme,1916.0,79 p. 18 cm.,nan,29,0,0,0,0,19,0,0,0
41,'99125338293406421',False,,"Memories Of My Son Sergeant Joyce Kilmer, By Annie Kilburn Kilmer, With Numerous Unpublished Poems and Letters","Kilmer, Joyce",Book,English,New York: Brentano's,1920.0,1 online resource,nan,463233183136350469,8295814282792520744,3500317474963113331,3239280228008868087,232641095895406674,17849585910696655419,4611686018495021056,7027588005393774160,11957213470032839208,'SCSB-8194191',"The circus, and other essays","Kilmer, Joyce, 1886-1918",Book,English,New York: L. J. Gomme,1916.0,79 p. 18 cm.,nan,26,29,10,0,0,31,12,31,0
80,'99754543506421',False,,The geography of the imagination : forty essays,"Davenport, Guy",Book,English,San Francisco: North Point Press,1981.0,"x, 384 p. ; 24 cm.",nan,12537931042458692885,8302511468457327112,16605258153894636976,3239280228008868087,232641095895406674,433474822072570060,135135356355149929,9314574358274488836,11957213470032839208,'99125338293406421',"Memories Of My Son Sergeant Joyce Kilmer, By Annie Kilburn Kilmer, With Numerous Unpublished Poems and Letters","Kilmer, Joyce",Book,English,New York: Brentano's,1920.0,1 online resource,nan,28,24,29,0,0,37,20,24,0
46,'SCSB-12049462',True,'9922697223506421',Modern essays,"Morley, Christopher, 1890-1957",Book,English,"New York: Harcourt, Brace and company",1921.0,"x p., 2 l., 3-351 p. 20 cm.",nan,18313751917368561467,8435592413811538195,2393258666629190722,3239280228008868087,232641095895406674,11272363172929872941,609130515551808,10965258807896650499,11957213470032839208,'99754543506421',The geography of the imagination : forty essays,"Davenport, Guy",Book,English,San Francisco: North Point Press,1981.0,"x, 384 p. ; 24 cm.",nan,29,26,31,0,0,31,23,24,0
